,name,landmass,zone,area,population,language,religion,bars,stripes,colors,red,green,blue,gold,white,black,orange,mainhue,circles,crosses,saltires,quarters,sunstars,crescent,triangle,icon,animate,text,topleft,botright,area_sq_miles,pop_density
47,Dominica,1,4,0,0,1,0,0,0,6,1,1,1,1,1,1,0,green,1,0,0,0,10,0,0,0,1,0,green,green,0,
48,Dominican_Republic,1,4,49,6,2,0,0,0,3,1,0,1,0,1,0,0,blue,0,1,0,0,0,0,0,0,0,0,blue,blue,18918.91892,317.1428571
49,Ecuador,2,3,284,8,2,0,0,3,3,1,0,1,1,0,0,0,gold,0,0,0,0,0,0,0,0,0,0,gold,red,109652.5097,72.95774648
50,Egypt,4,1,1001,47,8,1,0,3,4,1,0,0,1,1,1,0,black,0,0,0,0,0,0,0,0,1,1,red,black,386486.4865,121.6083916
51,El_Salvador,1,4,21,5,2,0,0,3,2,0,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,0,0,0,blue,blue,8108.108108,616.6666667
52,Equatorial_Guinea,4,1,28,0,10,4,0,3,4,1,1,1,0,1,0,0,green,0,0,0,0,0,0,1,0,0,0,green,red,10810.81081,0
53,Ethiopia,4,1,1222,31,10,0,0,3,3,1,1,0,1,0,0,0,green,0,0,0,0,0,0,0,0,0,0,green,red,471814.6718,65.70376432
54,Faeroes,3,4,1,0,6,0,0,0,3,1,0,1,0,1,0,0,white,0,1,0,0,0,0,0,0,0,0,white,white,386.1003861,0
55,Falklands_Malvinas,2,3,12,0,1,0,0,0,6,1,1,1,1,1,0,0,blue,1,1,1,1,0,0,0,1,1,1,white,blue,4633.204633,0
56,Fiji,6,2,18,1,1,0,0,0,7,1,1,1,1,1,0,1,blue,0,2,1,1,0,0,0,1,1,0,white,blue,6949.80695,143.8888889
57,Finland,3,1,337,5,9,0,0,0,2,0,0,1,0,1,0,0,white,0,1,0,0,0,0,0,0,0,0,white,white,130115.8301,38.4272997
58,France,3,1,547,54,3,0,3,0,3,1,0,1,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,blue,red,211196.9112,255.6855576
59,French_Guiana,2,4,91,0,3,0,3,0,3,1,0,1,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,blue,red,35135.13514,0
60,French_Polynesia,6,3,4,0,3,0,0,3,5,1,0,1,1,1,1,0,red,1,0,0,0,1,0,0,1,0,0,red,red,1544.401544,0
61,Gabon,4,2,268,1,10,4,0,3,3,0,1,1,1,0,0,0,green,0,0,0,0,0,0,0,0,0,0,green,blue,103474.9035,9.664179104
62,Gambia,4,4,10,1,1,4,0,5,4,1,1,1,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,green,3861.003861,259
63,East_Germany,3,1,108,17,4,0,0,3,3,1,0,0,1,0,1,0,gold,0,0,0,0,0,0,0,1,0,0,black,gold,41698.8417,407.6851852
64,West_Germany,3,1,249,61,4,0,0,3,3,1,0,0,1,0,1,0,black,0,0,0,0,0,0,0,0,0,0,black,gold,96138.99614,634.497992
65,Ghana,4,4,239,14,1,4,0,3,4,1,1,0,1,0,1,0,red,0,0,0,0,1,0,0,0,0,0,red,green,92277.99228,151.7154812
66,Gibraltar,3,4,0,0,1,0,0,1,3,1,0,0,1,1,0,0,white,0,0,0,0,0,0,0,1,0,0,white,red,0,
67,Greece,3,1,132,10,6,0,0,9,2,0,0,1,0,1,0,0,blue,0,1,0,1,0,0,0,0,0,0,blue,blue,50965.25097,196.2121212
68,Greenland,1,4,2176,0,6,0,0,0,2,1,0,0,0,1,0,0,white,1,0,0,0,0,0,0,0,0,0,white,red,840154.4402,0
69,Grenada,1,4,0,0,1,0,0,0,3,1,1,0,1,0,0,0,gold,1,0,0,0,7,0,1,0,1,0,red,red,0,
70,Guam,6,1,0,0,1,0,0,0,7,1,1,1,1,1,0,1,blue,0,0,0,0,0,0,0,1,1,1,red,red,0,
71,Guatemala,1,4,109,8,2,0,3,0,2,0,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,0,0,0,blue,blue,42084.94208,190.0917431
72,Guinea,4,4,246,6,3,1,3,0,3,1,1,0,1,0,0,0,gold,0,0,0,0,0,0,0,0,0,0,red,green,94980.69498,63.17073171
73,Guinea_Bissau,4,4,36,1,6,4,1,2,4,1,1,0,1,0,1,0,gold,0,0,0,0,1,0,0,0,0,0,red,green,13899.6139,71.94444444
74,Guyana,2,4,215,1,1,3,0,0,5,1,1,0,1,1,1,0,green,0,0,0,0,0,0,1,0,0,0,black,green,83011.58301,12.04651163
75,Haiti,1,4,28,6,3,0,2,0,2,1,0,0,0,0,1,0,black,0,0,0,0,0,0,0,0,0,0,black,red,10810.81081,555
76,Honduras,1,4,112,4,2,0,0,3,2,0,0,1,0,1,0,0,blue,0,0,0,0,5,0,0,0,0,0,blue,blue,43243.24324,92.5
77,Hong_Kong,5,1,1,5,7,2,0,0,6,1,1,1,1,1,0,1,blue,1,1,1,1,0,0,0,1,1,1,white,blue,386.1003861,12950
78,Hungary,3,1,93,11,9,0,0,3,3,1,1,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,green,35907.33591,306.344086
79,Iceland,3,4,103,0,6,0,0,0,3,1,0,1,0,1,0,0,blue,0,1,0,0,0,0,0,0,0,0,blue,blue,39768.33977,0
80,India,5,1,3268,684,6,3,0,3,4,0,1,1,0,1,0,1,orange,1,0,0,0,0,0,0,1,0,0,orange,green,1261776.062,542.0930233
81,Indonesia,6,2,1904,157,10,1,0,2,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,white,735135.1351,213.5661765
82,Iran,5,1,1648,39,6,1,0,3,3,1,1,0,0,1,0,0,red,0,0,0,0,0,0,0,1,0,1,green,red,636293.4363,61.29247573
83,Iraq,5,1,435,14,8,1,0,3,4,1,1,0,0,1,1,0,red,0,0,0,0,3,0,0,0,0,0,red,black,167953.668,83.35632184
84,Ireland,3,4,70,3,1,0,3,0,3,0,1,0,0,1,0,1,white,0,0,0,0,0,0,0,0,0,0,green,orange,27027.02703,111
85,Israel,5,1,21,4,10,4,0,2,2,0,0,1,0,1,0,0,white,0,0,0,0,1,0,0,0,0,0,blue,blue,8108.108108,493.3333333
86,Italy,3,1,301,57,6,0,3,0,3,1,1,0,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,green,red,116216.2162,490.4651163
87,Ivory_Coast,4,4,323,7,3,4,3,0,3,1,1,0,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,red,green,124710.4247,56.13003096
88,Jamaica,1,4,11,2,1,0,0,0,3,0,1,0,1,0,1,0,green,0,0,1,0,0,0,1,0,0,0,gold,gold,4247.104247,470.9090909
89,Japan,5,1,372,118,9,4,0,0,2,1,0,0,0,1,0,0,white,1,0,0,0,1,0,0,0,0,0,white,white,143629.3436,821.5591398
90,Jordan,5,1,98,2,8,1,0,3,4,1,1,0,0,1,1,0,black,0,0,0,0,1,0,1,0,0,0,black,green,37837.83784,52.85714286
91,Kampuchea,5,1,181,6,10,2,0,0,2,1,0,0,1,0,0,0,red,0,0,0,0,0,0,0,1,0,0,red,red,69884.16988,85.85635359
92,Kenya,4,1,583,17,10,4,0,5,4,1,1,0,0,1,1,0,red,1,0,0,0,0,0,0,1,0,0,black,green,225096.5251,75.52315609
93,Kiribati,6,1,0,0,1,0,0,0,4,1,0,1,1,1,0,0,red,0,0,0,0,1,0,0,1,1,0,red,blue,0,
94,Kuwait,5,1,18,2,8,1,0,3,4,1,1,0,0,1,1,0,green,0,0,0,0,0,0,0,0,0,0,green,red,6949.80695,287.7777778
95,Laos,5,1,236,3,10,2,0,3,3,1,0,1,0,1,0,0,red,1,0,0,0,0,0,0,0,0,0,red,red,91119.69112,32.92372881
96,Lebanon,5,1,10,3,8,1,0,2,4,1,1,0,0,1,0,1,red,0,0,0,0,0,0,0,0,1,0,red,red,3861.003861,777
97,Lesotho,4,2,30,1,10,4,2,0,4,1,1,1,0,1,0,0,blue,0,0,0,0,0,0,0,1,0,0,green,blue,11583.01158,86.33333333
98,Liberia,4,4,111,1,10,4,0,11,3,1,0,1,0,1,0,0,red,0,0,0,1,1,0,0,0,0,0,blue,red,42857.14286,23.33333333
99,Libya,4,1,1760,3,8,1,0,0,1,0,1,0,0,0,0,0,green,0,0,0,0,0,0,0,0,0,0,green,green,679536.6795,4.414772727
100,Liechtenstein,3,1,0,0,4,0,0,2,3,1,0,1,1,0,0,0,red,0,0,0,0,0,0,0,1,0,0,blue,red,0,
101,Luxembourg,3,1,3,0,4,0,0,3,3,1,0,1,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,blue,1158.301158,0
102,Malagasy,4,2,587,9,10,0,1,2,3,1,1,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,white,green,226640.9266,39.71039182
103,Malawi,4,2,118,6,10,4,0,3,3,1,1,0,0,0,1,0,red,0,0,0,0,1,0,0,0,0,0,black,green,45559.84556,131.6949153
104,Malaysia,5,1,333,13,10,1,0,14,4,1,0,1,1,1,0,0,red,0,0,0,1,1,1,0,0,0,0,blue,white,128571.4286,101.1111111
105,Maldive_Islands,5,1,0,0,10,1,0,0,3,1,1,0,0,1,0,0,red,0,0,0,0,0,1,0,0,0,0,red,red,0,
106,Mali,4,4,1240,7,3,1,3,0,3,1,1,0,1,0,0,0,gold,0,0,0,0,0,0,0,0,0,0,green,red,478764.4788,14.62096774
107,Malta,3,1,0,0,10,0,2,0,3,1,0,0,0,1,1,0,red,0,1,0,0,0,0,0,1,0,0,white,red,0,
108,Marianas,6,1,0,0,10,0,0,0,3,0,0,1,0,1,0,0,blue,0,0,0,0,1,0,0,1,0,0,blue,blue,0,
109,Mauritania,4,4,1031,2,8,1,0,0,2,0,1,0,1,0,0,0,green,0,0,0,0,1,1,0,0,0,0,green,green,398069.4981,5.024248303
110,Mauritius,4,2,2,1,1,3,0,4,4,1,1,1,1,0,0,0,red,0,0,0,0,0,0,0,0,0,0,red,green,772.2007722,1295
111,Mexico,1,4,1973,77,2,0,3,0,4,1,1,0,0,1,0,1,green,0,0,0,0,0,0,0,0,1,0,green,red,761776.0618,101.0795743
112,Micronesia,6,1,1,0,10,0,0,0,2,0,0,1,0,1,0,0,blue,0,0,0,0,4,0,0,0,0,0,blue,blue,386.1003861,0
113,Monaco,3,1,0,0,3,0,0,2,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,white,0,
114,Mongolia,5,1,1566,2,10,2,3,0,3,1,0,1,1,0,0,0,red,2,0,0,0,1,1,1,1,0,0,red,red,604633.2046,3.307790549
115,Montserrat,1,4,0,0,1,0,0,0,7,1,1,1,1,1,1,0,blue,0,2,1,1,0,0,0,1,1,0,white,blue,0,
116,Morocco,4,4,447,20,8,1,0,0,2,1,1,0,0,0,0,0,red,0,0,0,0,1,0,0,0,0,0,red,red,172586.8726,115.8836689
117,Mozambique,4,2,783,12,10,4,0,5,5,1,1,0,1,1,1,0,gold,0,0,0,0,1,0,1,1,0,0,green,gold,302316.6023,39.69348659
118,Nauru,6,2,0,0,10,0,0,3,3,0,0,1,1,1,0,0,blue,0,0,0,0,1,0,0,0,0,0,blue,blue,0,
119,Nepal,5,1,140,16,10,3,0,0,3,0,0,1,0,1,0,1,brown,0,0,0,0,2,1,0,0,0,0,blue,blue,54054.05405,296
120,Netherlands,3,1,41,14,6,0,0,3,3,1,0,1,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,blue,15830.11583,884.3902439
121,Netherlands_Antilles,1,4,0,0,6,0,0,1,3,1,0,1,0,1,0,0,white,0,0,0,0,6,0,0,0,0,0,white,white,0,
122,New_Zealand,6,2,268,2,1,0,0,0,3,1,0,1,0,1,0,0,blue,0,1,1,1,4,0,0,0,0,0,white,blue,103474.9035,19.32835821
123,Nicaragua,1,4,128,3,2,0,0,3,2,0,0,1,0,1,0,0,blue,0,0,0,0,0,0,0,0,0,0,blue,blue,49420.84942,60.703125
124,Niger,4,1,1267,5,3,1,0,3,3,0,1,0,0,1,0,1,orange,1,0,0,0,0,0,0,0,0,0,orange,green,489189.1892,10.22099448
125,Nigeria,4,1,925,56,10,1,3,0,2,0,1,0,0,1,0,0,green,0,0,0,0,0,0,0,0,0,0,green,green,357142.8571,156.8
126,Niue,6,3,0,0,1,0,0,0,4,1,0,1,1,1,0,0,gold,1,1,1,1,5,0,0,0,0,0,white,gold,0,
127,North_Korea,5,1,121,18,10,4,0,5,3,1,0,1,0,1,0,0,blue,1,0,0,0,1,0,0,0,0,0,blue,blue,46718.14672,385.2892562
128,North_Yemen,5,1,195,9,8,1,0,3,4,1,1,0,0,1,1,0,red,0,0,0,0,1,0,0,0,0,0,red,black,75289.57529,119.5384615
129,Norway,3,1,324,4,6,0,0,0,3,1,0,1,0,1,0,0,red,0,1,0,0,0,0,0,0,0,0,red,red,125096.5251,31.97530864
130,Oman,5,1,212,1,8,1,0,2,3,1,1,0,0,1,0,0,red,0,0,0,0,0,0,0,1,0,0,red,green,81853.28185,12.21698113
131,Pakistan,5,1,804,84,6,1,1,0,2,0,1,0,0,1,0,0,green,0,0,0,0,1,1,0,0,0,0,white,green,310424.7104,270.5970149
132,Panama,2,4,76,2,2,0,0,0,3,1,0,1,0,1,0,0,red,0,0,0,4,2,0,0,0,0,0,white,white,29343.62934,68.15789474
133,Papua_New_Guinea,6,2,463,3,1,4,0,0,4,1,0,0,1,1,1,0,black,0,0,0,0,5,0,1,0,1,0,red,black,178764.4788,16.78185745
134,Parguay,2,3,407,3,2,0,0,3,6,1,1,1,1,1,1,0,red,1,0,0,0,1,0,0,1,1,1,red,blue,157142.8571,19.09090909
135,Peru,2,3,1285,14,2,0,3,0,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,red,496138.9961,28.21789883
136,Philippines,6,1,300,48,10,0,0,0,4,1,0,1,1,1,0,0,blue,0,0,0,0,4,0,1,0,0,0,blue,red,115830.1158,414.4
137,Poland,3,1,313,36,5,0,0,2,2,1,0,0,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,white,red,120849.4208,297.8913738
138,Portugal,3,4,92,10,6,0,0,0,5,1,1,1,1,1,0,0,red,1,0,0,0,0,0,0,1,0,0,green,red,35521.23552,281.5217391
139,Puerto_Rico,1,4,9,3,2,0,0,5,3,1,0,1,0,1,0,0,red,0,0,0,0,1,0,1,0,0,0,red,red,3474.903475,863.3333333
140,Qatar,5,1,11,0,8,1,0,0,2,0,0,0,0,1,0,1,brown,0,0,0,0,0,0,0,0,0,0,white,brown,4247.104247,0
141,Romania,3,1,237,22,6,0,3,0,7,1,1,1,1,1,0,1,red,0,0,0,0,2,0,0,1,1,1,blue,red,91505.79151,240.4219409
142,Rwanda,4,2,26,5,10,4,3,0,4,1,1,0,1,0,1,0,red,0,0,0,0,0,0,0,0,0,1,red,green,10038.61004,498.0769231
143,San_Marino,3,1,0,0,6,0,0,2,2,0,0,1,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,white,blue,0,
144,Sao_Tome,4,1,0,0,6,0,0,3,4,1,1,0,1,0,1,0,green,0,0,0,0,2,0,1,0,0,0,green,green,0,
145,Saudi_Arabia,5,1,2150,9,8,1,0,0,2,0,1,0,0,1,0,0,green,0,0,0,0,0,0,0,1,0,1,green,green,830115.8301,10.84186047
146,Senegal,4,4,196,6,3,1,3,0,3,1,1,0,1,0,0,0,green,0,0,0,0,1,0,0,0,0,0,green,red,75675.67568,79.28571429
147,Seychelles,4,2,0,0,1,0,0,0,3,1,1,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,green,0,
148,Sierra_Leone,4,4,72,3,1,4,0,3,3,0,1,1,0,1,0,0,green,0,0,0,0,0,0,0,0,0,0,green,blue,27799.2278,107.9166667
149,Singapore,5,1,1,3,7,2,0,2,2,1,0,0,0,1,0,0,white,0,0,0,0,5,1,0,0,0,0,red,white,386.1003861,7770
150,Soloman_Islands,6,2,30,0,1,0,0,0,4,0,1,1,1,1,0,0,green,0,0,0,0,5,0,1,0,0,0,blue,green,11583.01158,0
151,Somalia,4,1,637,5,10,1,0,0,2,0,0,1,0,1,0,0,blue,0,0,0,0,1,0,0,0,0,0,blue,blue,245945.9459,20.32967033
152,South_Africa,4,2,1221,29,6,0,0,3,5,1,1,1,0,1,0,1,orange,0,1,1,0,0,0,0,0,0,0,orange,blue,471428.5714,61.51515152
153,South_Korea,5,1,99,39,10,4,0,0,4,1,0,1,0,1,1,0,white,1,0,0,0,0,0,0,1,0,0,white,white,38223.93822,1020.30303
154,South_Yemen,5,1,288,2,8,1,0,3,4,1,0,1,0,1,1,0,red,0,0,0,0,1,0,1,0,0,0,red,black,111196.9112,17.98611111
155,Spain,3,4,505,38,2,0,0,3,2,1,0,0,1,0,0,0,red,0,0,0,0,0,0,0,0,0,0,red,red,194980.695,194.8910891
156,Sri_Lanka,5,1,66,15,10,2,2,0,4,0,1,0,1,0,0,1,gold,0,0,0,0,0,0,0,1,1,0,gold,gold,25482.62548,588.6363636
157,St_Helena,4,3,0,0,1,0,0,0,7,1,1,1,1,1,0,1,blue,0,1,1,1,0,0,0,1,0,0,white,blue,0,
158,St_Kitts_Nevis,1,4,0,0,1,0,0,0,5,1,1,0,1,1,1,0,green,0,0,0,0,2,0,1,0,0,0,green,red,0,
159,St_Lucia,1,4,0,0,1,0,0,0,4,0,0,1,1,1,1,0,blue,0,0,0,0,0,0,1,0,0,0,blue,blue,0,
160,St_Vincent,1,4,0,0,1,0,5,0,4,0,1,1,1,1,0,0,green,0,0,0,0,0,0,0,1,1,1,blue,green,0,
161,Sudan,4,1,2506,20,8,1,0,3,4,1,1,0,0,1,1,0,red,0,0,0,0,0,0,1,0,0,0,red,black,967567.5676,20.67039106
162,Surinam,2,4,63,0,6,0,0,5,4,1,1,0,1,1,0,0,red,0,0,0,0,1,0,0,0,0,0,green,green,24324.32432,0
163,Swaziland,4,2,17,1,10,0,0,5,7,1,0,1,1,1,1,1,blue,0,0,0,0,0,0,0,1,0,0,blue,blue,6563.706564,152.3529412
164,Sweden,3,1,450,8,6,0,0,0,2,0,0,1,1,0,0,0,blue,0,1,0,0,0,0,0,0,0,0,blue,blue,173745.1737,46.04444444
165,Switzerland,3,1,41,6,4,0,0,0,2,1,0,0,0,1,0,0,red,0,1,0,0,0,0,0,0,0,0,red,red,15830.11583,379.0243902
166,Syria,5,1,185,10,8,1,0,3,4,1,1,0,0,1,1,0,red,0,0,0,0,2,0,0,0,0,0,red,black,71428.57143,140
167,Taiwan,5,1,36,18,7,2,0,0,3,1,0,1,0,1,0,0,red,1,0,0,1,1,0,0,0,0,0,blue,red,13899.6139,1295
168,Tanzania,4,2,945,18,10,4,0,0,4,0,1,1,1,0,1,0,green,0,0,0,0,0,0,1,0,0,0,green,blue,364864.8649,49.33333333
169,Thailand,5,1,514,49,10,2,0,5,3,1,0,1,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,red,198455.5985,246.9066148
170,Togo,4,1,57,2,3,4,0,5,4,1,1,0,1,1,0,0,green,0,0,0,1,1,0,0,0,0,0,red,green,22007.72201,90.87719298
171,Tonga,6,2,1,0,10,0,0,0,2,1,0,0,0,1,0,0,red,0,1,0,1,0,0,0,0,0,0,white,red,386.1003861,0
172,Trinidad_Tobago,2,4,5,1,1,0,0,0,3,1,0,0,0,1,1,0,red,0,0,0,0,0,0,1,0,0,0,white,white,1930.501931,518
173,Tunisia,4,1,164,7,8,1,0,0,2,1,0,0,0,1,0,0,red,1,0,0,0,1,1,0,0,0,0,red,red,63320.46332,110.5487805
174,Turkey,5,1,781,45,9,1,0,0,2,1,0,0,0,1,0,0,red,0,0,0,0,1,1,0,0,0,0,red,red,301544.4015,149.2317542
175,Turks_Cocos_Islands,1,4,0,0,1,0,0,0,6,1,1,1,1,1,0,1,blue,0,1,1,1,0,0,0,1,1,0,white,blue,0,
176,Tuvalu,6,2,0,0,1,0,0,0,5,1,0,1,1,1,0,0,blue,0,1,1,1,9,0,0,0,0,0,white,blue,0,
177,UAE,5,1,84,1,8,1,1,3,4,1,1,0,0,1,1,0,green,0,0,0,0,0,0,0,0,0,0,red,black,32432.43243,30.83333333
178,Uganda,4,1,236,13,10,4,0,6,5,1,0,0,1,1,1,0,gold,1,0,0,0,0,0,0,0,1,0,black,red,91119.69112,142.6694915
179,UK,3,4,245,56,1,0,0,0,3,1,0,1,0,1,0,0,red,0,1,1,0,0,0,0,0,0,0,white,red,94594.59459,592
